,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
9071,2017,11295,Manual,15612,Petrol,145,60.1,1
6479,2017,15000,Manual,41100,Diesel,125,60.1,2
9771,2019,17600,Automatic,2014,Petrol,145,45.6,1
526,2019,18450,Automatic,14464,Diesel,145,54.3,1.5
17928,2018,14000,Manual,8724,Diesel,145,74.3,1.5
7619,2016,7841,Manual,30200,Petrol,0,65.7,1
13302,2019,25700,Manual,4500,Petrol,145,34.5,2.3
9307,2019,20995,Manual,12000,Diesel,145,39.2,2
2866,2019,15450,Manual,5000,Diesel,145,58.9,1.5
5993,2018,10990,Manual,19242,Petrol,145,65.7,1
12881,2018,14550,Manual,4236,Petrol,145,53.3,1
10616,2018,10679,Manual,21085,Petrol,145,65.7,1
6080,2016,8999,Manual,17870,Petrol,20,62.8,1
4266,2013,5902,Manual,57890,Diesel,20,67.3,1.6
9601,2019,19995,Manual,9172,Petrol,145,60.1,1
57,2017,18495,Automatic,39605,Diesel,145,54.3,2
12927,2014,7360,Manual,46059,Petrol,0,65.7,1
13695,2016,10980,Manual,27125,Petrol,30,57.7,1
11049,2016,15498,Semi-Auto,34000,Diesel,145,52.3,2
7298,2016,6490,Manual,18000,Petrol,30,57.7,1.2
12946,2017,11495,Semi-Auto,22500,Diesel,30,58.9,1.5
4475,2017,7950,Manual,17437,Petrol,125,54.3,1.2
4236,2017,11298,Manual,18492,Diesel,20,68.9,1.5
16039,2017,9795,Manual,42469,Petrol,145,64.2,1.5
61,2018,16495,Manual,29428,Diesel,145,54.3,1.5
12827,2016,15300,Semi-Auto,57829,Diesel,145,52.3,2
11203,2017,17199,Manual,32942,Diesel,125,56.5,2
7577,2017,9270,Manual,11589,Petrol,0,65.7,1
4244,2018,8750,Manual,8355,Petrol,145,57.7,1.2
1102,2020,15980,Manual,2489,Petrol,150,55.4,1
10180,2016,10495,Manual,10495,Diesel,20,68.9,1.5
9945,2017,17475,Manual,24550,Diesel,20,67.3,2
5900,2017,9421,Manual,23384,Diesel,150,68.9,1.5
15268,2017,10300,Manual,51186,Petrol,125,51.4,1.5
17419,2020,14000,Manual,13,Petrol,150,55.4,1
17280,2013,6995,Automatic,39000,Petrol,145,47.9,1.6
12950,2019,17350,Manual,11157,Petrol,145,49.6,1
13577,2019,22750,Automatic,6000,Diesel,145,53.3,2
11411,2017,10995,Manual,12792,Petrol,150,65.7,1
3059,2017,7643,Manual,8895,Petrol,30,57.7,1.2
3712,2018,9987,Manual,3736,Petrol,145,64.2,1.1
615,2016,9698,Manual,19256,Petrol,0,65.7,1
3384,2016,12157,Automatic,45228,Diesel,125,56.6,1.5
1189,2019,13000,Manual,11233,Petrol,145,60.1,1
17071,2010,5295,Manual,64572,Petrol,265,37.7,1
16097,2013,6250,Automatic,25000,Petrol,160,44.1,1.6
6388,2019,21200,Manual,5596,Petrol,145,35.3,1.5
16026,2017,8899,Manual,16491,Petrol,145,56.5,1
10223,2017,8495,Manual,8887,Petrol,145,57.7,1.2
777,2019,13798,Manual,9847,Petrol,145,58.9,1
1038,2016,15495,Automatic,72189,Diesel,125,56.5,2
545,2017,10698,Manual,21041,Diesel,0,78.5,1.5
330,2018,10498,Manual,59498,Diesel,145,68.9,1.5
9477,2018,18800,Manual,5087,Petrol,150,41.5,2
9350,2013,5995,Manual,66936,Diesel,30,62.8,1.6
1774,2019,19998,Manual,4234,Petrol,150,39.2,1.5
3275,2019,14791,Manual,7716,Petrol,145,54.3,1
331,2015,10998,Manual,17367,Diesel,125,60.1,2
17796,2016,13500,Manual,32196,Petrol,160,45.6,1.5
5800,2019,11700,Manual,16862,Petrol,145,60.1,1
13260,2017,10000,Manual,24415,Petrol,150,52.3,1
10737,2019,40495,Automatic,2000,Petrol,145,22.1,5
12393,2019,17000,Manual,14000,Petrol,145,60.1,1
17499,2018,8900,Manual,53503,Petrol,150,65.7,1
1083,2016,9790,Manual,34006,Diesel,0,74.3,1.5
8446,2017,14719,Manual,22212,Diesel,145,60.1,2
2297,2014,11990,Semi-Auto,37800,Diesel,200,45.6,2
2920,2019,15660,Manual,8387,Diesel,145,80.7,1.5
1171,2017,10650,Manual,16946,Petrol,150,60.1,1
12980,2019,26950,Manual,2815,Diesel,145,55.4,2
11497,2019,16299,Manual,13592,Petrol,145,60.1,1
2750,2017,8500,Manual,45345,Petrol,145,65.7,1
10839,2018,13599,Manual,6792,Petrol,145,65.7,1
10732,2019,19320,Automatic,15052,Diesel,150,64.2,2
11409,2018,15495,Manual,16055,Diesel,150,60.1,2
5250,2017,9691,Manual,22654,Petrol,145,65.7,1
2434,2019,11298,Manual,13778,Petrol,150,58.9,1
7093,2017,15997,Manual,14203,Diesel,145,67.3,2
8378,2017,6999,Manual,18000,Petrol,145,57.7,1.2
5824,2014,10571,Manual,47433,Diesel,205,47.9,2
106,2016,9998,Manual,20491,Petrol,125,52.3,1
1960,2017,10870,Manual,22648,Diesel,0,78.5,1.5
709,2018,15998,Manual,11460,Diesel,145,54.3,1.5
1770,2013,6798,Manual,26259,Diesel,20,70.6,1.6
2956,2016,9000,Manual,22740,Petrol,0,65.7,1
5597,2017,10050,Manual,19684,Petrol,20,62.8,1
14297,2016,9643,Manual,29842,Petrol,0,65.7,1
16038,2018,13495,Manual,14219,Petrol,145,62.8,1
3635,2016,9400,Manual,32718,Diesel,0,74.3,1.5
9495,2017,16958,Manual,24399,Petrol,145,41.5,2
16211,2018,12895,Manual,9281,Diesel,145,68.9,1.5
14029,2016,7990,Manual,52000,Diesel,0,74.3,1.5
6715,2014,8498,Semi-Auto,29014,Petrol,165,44.8,1.6
16607,2017,9999,Manual,64447,Petrol,145,48.7,1.5
6785,2013,7700,Manual,27328,Diesel,0,76.4,1.5
16787,2016,8299,Manual,40344,Diesel,0,74.3,1.5
3337,2018,17391,Manual,11977,Petrol,145,41.5,2
1974,2018,13000,Manual,15462,Petrol,145,57.7,1
17136,2016,11900,Manual,30109,Diesel,125,60.1,2
14833,2012,4699,Manual,67226,Petrol,30,56.5,1
11477,2018,19999,Manual,9560,Petrol,145,41.5,2
2276,2015,6298,Manual,30797,Petrol,125,54.3,1.2
15817,2018,9998,Manual,2332,Petrol,145,55.4,1.1
581,2019,10698,Manual,10786,Petrol,145,55.4,1.1
14409,2015,8350,Automatic,18403,Petrol,160,44.8,1.6
14749,2014,5999,Manual,61686,Petrol,0,65.7,1
11114,2019,17999,Manual,11304,Petrol,150,46.3,1.5
3239,2019,14140,Automatic,4471,Petrol,145,48.7,1
1294,2017,10698,Manual,17020,Petrol,150,55.4,1
3136,2016,13488,Manual,17989,Diesel,125,60.1,2
4434,2018,10491,Manual,15946,Petrol,145,65.7,1
1919,2018,9780,Manual,8829,Petrol,145,55.4,1.1
11786,2018,18250,Manual,12789,Petrol,150,39.2,1.5
15269,2017,10700,Manual,18483,Petrol,20,60.1,1
8350,2018,12499,Manual,26100,Diesel,150,74.3,1.5
16070,2017,10999,Manual,37000,Petrol,145,60.1,1
14588,2017,15995,Automatic,46210,Diesel,145,54.3,2
5304,2016,9281,Manual,43241,Petrol,20,62.8,1
17351,2017,15995,Semi-Auto,27000,Diesel,145,54.3,2
13935,2019,12000,Manual,14063,Petrol,145,60.1,1
8389,2017,10445,Manual,10000,Petrol,145,65.7,1
14671,2017,9499,Manual,17378,Petrol,145,65.7,1
9196,2017,16795,Manual,20385,Diesel,145,67.3,2
10493,2014,9750,Manual,48509,Diesel,205,47.9,2
9055,2018,12250,Manual,11350,Petrol,145,58.9,1
9793,2015,7250,Manual,32782,Petrol,0,65.7,1
15544,2017,12300,Manual,32333,Diesel,145,74.3,1.5
11137,2017,13500,Manual,37071,Diesel,125,60.1,2
7798,2019,14430,Manual,7373,Petrol,145,58.9,1
16820,2003,3999,Manual,56064,Petrol,325,31,2
16272,2016,7500,Manual,101980,Diesel,20,67.3,2
2232,2017,9750,Manual,25500,Petrol,145,65.7,1
3852,2017,10497,Manual,19200,Petrol,145,65.7,1
4263,2016,8180,Manual,25558,Petrol,30,55.4,1
6725,2016,8498,Manual,18090,Petrol,125,54.3,1.2
16369,2009,2995,Manual,61000,Petrol,30,55.4,1.2
897,2017,8998,Manual,13684,Petrol,125,54.3,1.2
13800,2018,10995,Manual,6890,Petrol,145,65.7,1
12352,2019,30359,Manual,2068,Petrol,150,34.5,2.3
11373,2018,14799,Manual,23109,Petrol,145,51.4,1
5583,2018,13700,Manual,10606,Petrol,145,57.7,1
9412,2018,11500,Manual,12930,Petrol,145,56.5,1
2218,2018,9590,Manual,9864,Petrol,145,65.7,1
6244,2017,9000,Manual,19016,Petrol,145,64.2,1.1
11856,2016,16299,Manual,35029,Diesel,125,56.5,2
16651,2013,6995,Automatic,28860,Petrol,160,44.1,1.6
3927,2016,23997,Manual,28170,Petrol,235,36.7,2.3
7955,2018,10291,Manual,2515,Petrol,150,65.7,1
15379,2017,10989,Manual,17161,Petrol,145,61.4,1
11449,2020,20999,Manual,1501,Diesel,145,80.7,1.5
7164,2014,9495,Manual,62317,Diesel,125,60.1,2
7584,2016,10298,Manual,9627,Petrol,30,55.4,1
11474,2014,5995,Manual,55000,Petrol,0,65.7,1
7450,2014,6491,Manual,48319,Diesel,0,76.4,1.5
450,2015,7895,Manual,27541,Petrol,0,65.7,1
7332,2016,10999,Manual,11621,Petrol,20,61.4,1
7757,2018,9900,Manual,36800,Petrol,145,56.5,1
3623,2016,10190,Manual,18560,Diesel,0,74.3,1.5
5252,2017,9498,Manual,13636,Petrol,0,65.7,1
6720,2018,13298,Manual,11132,Petrol,145,57.7,1
11823,2019,16099,Semi-Auto,7374,Petrol,145,48.7,1
6261,2014,6995,Manual,69984,Diesel,30,61.4,1.6
2342,2019,15950,Manual,6768,Petrol,145,58.9,1
7437,2016,19995,Semi-Auto,32736,Diesel,160,48.7,2
14027,2016,6990,Manual,50000,Petrol,0,65.7,1
4494,2018,12950,Manual,15442,Petrol,145,57.7,1
11630,2017,19990,Manual,17049,Petrol,145,41.5,2
5448,2016,11497,Automatic,7564,Diesel,20,64.2,1.5
10089,2018,11495,Manual,15146,Petrol,150,65.7,1
12481,2018,16500,Semi-Auto,11012,Diesel,150,58.9,1.5
2997,2018,17365,Automatic,8500,Petrol,145,37.2,1.5
409,2017,14298,Manual,6345,Diesel,145,54.3,2
6774,2017,14999,Manual,23735,Diesel,145,64.2,1.5
3013,2019,17520,Manual,151,Petrol,145,60.1,1
5655,2019,15310,Manual,11237,Petrol,145,60.1,1
5412,2013,6995,Semi-Auto,21000,Petrol,145,47.9,1.6
5553,2017,9171,Manual,45000,Petrol,20,62.8,1
7198,2018,15750,Manual,7399,Petrol,145,54.3,1
14979,2019,14998,Manual,6564,Petrol,145,58.9,1
4604,2016,7999,Manual,22484,Petrol,125,54.3,1.2
3992,2019,21000,Manual,10889,Diesel,150,45.6,1.5
4372,2019,26030,Manual,3919,Petrol,145,34.5,2.3
6130,2018,17998,Manual,27672,Diesel,145,56.5,2
7402,2019,9999,Manual,2500,Petrol,145,47.9,1.2
8095,2018,9900,Manual,8255,Petrol,145,64.2,1.1
15366,2015,5000,Manual,35130,Petrol,30,57.7,1.2
4943,2017,13990,Manual,10000,Petrol,145,60.1,1
5124,2016,15991,Manual,33515,Diesel,30,62.8,2
6036,2013,7590,Automatic,22724,Petrol,145,47.9,1.6
15429,2018,13800,Manual,22889,Diesel,145,58.9,1
1349,2020,20991,Manual,891,Petrol,150,50.4,1
2619,2013,6800,Manual,15974,Petrol,0,65.7,1
3803,2017,7250,Manual,33810,Petrol,125,54.3,1.2
5100,2015,8991,Manual,20200,Petrol,0,65.7,1
5835,2017,8700,Manual,28585,Diesel,30,64.2,1.5
17535,2017,6200,Manual,72135,Diesel,0,74.4,1.5
2346,2018,9599,Manual,28240,Petrol,150,65.7,1
13610,2015,7750,Manual,20130,Petrol,125,54.3,1.2
7599,2016,9291,Manual,20000,Petrol,0,65.7,1
610,2017,10698,Manual,29886,Diesel,30,64.2,1.5
16130,2016,7495,Manual,33383,Petrol,125,54.3,1.2
1119,2016,15298,Manual,62505,Diesel,200,46.3,2
17602,2014,10200,Manual,46411,Diesel,145,53.3,2
10019,2018,11295,Manual,3105,Petrol,145,65.7,1
15613,2015,9000,Automatic,18659,Petrol,160,44.1,1.6
5300,2018,8791,Manual,21618,Petrol,145,65.7,1
3772,2018,18999,Manual,13154,Diesel,145,60.1,2
8303,2017,9967,Manual,13117,Petrol,20,62.8,1
10102,2019,13495,Manual,9869,Petrol,145,60.1,1
14771,2018,11499,Manual,21023,Petrol,145,60.1,1
15620,2017,10799,Automatic,21693,Petrol,150,51.4,1
12869,2013,6580,Manual,19644,Petrol,30,54.3,1.2
12754,2017,17500,Semi-Auto,18221,Diesel,150,54.3,2
8341,2018,10390,Manual,23345,Petrol,145,62.8,1
8561,2016,7997,Manual,21000,Petrol,125,54.3,1.2
4786,2016,10798,Manual,11805,Petrol,0,65.7,1
3841,2018,9750,Manual,15696,Petrol,145,65.7,1
5212,2019,14991,Manual,13712,Petrol,145,58.9,1
5611,2017,10291,Manual,3829,Petrol,150,65.7,1
20,2019,12500,Manual,25521,Petrol,145,55.4,1
5485,2017,16757,Automatic,24187,Diesel,30,61.4,2
9921,2019,19995,Manual,17522,Diesel,145,47.9,2
7967,2013,5260,Manual,57669,Diesel,30,61.4,1.6
1099,2017,10991,Manual,25899,Petrol,150,60.1,1
10094,2018,9495,Manual,9043,Petrol,145,47.9,1.2
7142,2017,9995,Manual,30436,Petrol,145,62.8,1
8743,2016,9795,Manual,15000,Petrol,0,65.7,1
1804,2018,7300,Manual,20245,Petrol,145,57.7,1.2
5616,2016,10540,Manual,11566,Petrol,20,62.8,1
2892,2017,9320,Manual,14821,Diesel,30,64.2,1.5
14285,2013,6799,Manual,35938,Petrol,30,54.3,1.2
7838,2018,15998,Automatic,23872,Petrol,145,43.5,1.5
8616,2017,10510,Manual,11961,Petrol,20,62.8,1
17204,2017,8795,Manual,13000,Petrol,160,44.1,1.6
2869,2013,4995,Manual,40289,Petrol,30,57.7,1.2
16897,2015,7899,Manual,61491,Petrol,20,60.1,1
10437,2019,16990,Manual,7546,Petrol,145,47.9,1
3409,2017,6990,Manual,16131,Petrol,145,57.7,1.2
13592,2013,4800,Manual,40000,Petrol,30,57.7,1.2
3451,2015,8491,Manual,14757,Petrol,145,55.4,1
17087,2018,14350,Manual,22862,Petrol,150,54.3,1
1831,2013,6800,Manual,20600,Petrol,145,47.9,1.6
10508,2016,12295,Semi-Auto,19000,Petrol,0,57.7,1
16084,2015,9899,Automatic,54349,Diesel,125,58.9,2
2848,2019,16090,Manual,5473,Petrol,150,60.1,1
8347,2017,7999,Manual,12405,Petrol,30,57.7,1.2
11626,2017,15440,Manual,19877,Petrol,145,41.5,2
9369,2017,8990,Manual,34000,Petrol,125,52.3,1
10912,2017,11000,Manual,14297,Petrol,125,52.3,1
5629,2017,10500,Manual,22420,Diesel,0,78.5,1.5
5437,2017,10991,Manual,29865,Diesel,0,74.3,1.5
7463,2017,8695,Manual,30078,Diesel,0,78.5,1.5
7461,2018,11529,Manual,34742,Petrol,145,65.7,1
14091,2015,9490,Manual,18000,Petrol,145,47.9,1.6
2144,2014,10000,Manual,52634,Diesel,150,53.3,2
652,2017,19498,Semi-Auto,23270,Diesel,145,54.3,2
5980,2019,22000,Manual,2664,Petrol,145,40.4,1.5
11212,2019,12680,Manual,494,Petrol,145,43.5,1.2
8415,2015,7200,Manual,25370,Petrol,125,54.3,1.2
4603,2018,15250,Manual,12271,Diesel,145,64.2,1.5
1793,2017,17500,Automatic,12200,Diesel,145,54.3,2
17934,2017,11000,Manual,17339,Petrol,145,60.1,1
7868,2018,11000,Manual,10467,Petrol,145,60.1,1
14895,2019,20499,Automatic,13211,Petrol,145,31,1.5
14562,2015,7499,Manual,58592,Diesel,0,78.5,1.5
9863,2018,9495,Manual,15835,Petrol,150,64.2,1.1
9882,2017,9300,Semi-Auto,62152,Petrol,160,44.8,1.5
5283,2017,7710,Manual,23644,Petrol,145,65.7,1
9338,2018,13300,Manual,7871,Petrol,145,57.7,1
12229,2019,11000,Manual,3346,Petrol,150,55.4,1.1
6801,2017,15999,Manual,24000,Diesel,145,60.1,2
17576,2017,9600,Manual,22935,Petrol,145,62.8,1
9237,2019,16800,Manual,12750,Diesel,145,74.3,1.5
5937,2019,18500,Manual,2100,Diesel,150,38.2,2
9239,2019,16700,Manual,14310,Petrol,145,60.1,1
9167,2017,8995,Manual,8761,Petrol,150,54.3,1.2
12693,2018,12000,Manual,12564,Petrol,145,60.1,1
1037,2019,18495,Manual,9447,Diesel,150,54.3,1.5
3962,2014,6200,Manual,49939,Diesel,0,78.5,1.6
2498,2016,8998,Manual,14342,Petrol,0,65.7,1
3474,2019,13140,Manual,4052,Petrol,145,60.1,1
9209,2015,8997,Manual,26150,Petrol,0,65.7,1
11783,2019,19100,Manual,12245,Petrol,145,35.3,1.5
3211,2019,15320,Manual,9010,Petrol,145,60.1,1
10272,2018,16222,Manual,17036,Diesel,145,60.1,2
2804,2016,9463,Manual,39275,Diesel,0,74.3,1.5
639,2019,15370,Manual,6736,Petrol,145,60.1,1
5961,2017,14795,Manual,42917,Diesel,125,60.1,2
4634,2017,9597,Manual,19611,Petrol,0,65.7,1
6760,2017,11998,Manual,31308,Diesel,30,64.2,1.5
5696,2013,9980,Manual,46635,Diesel,200,47.9,2
6245,2018,19000,Manual,11923,Petrol,145,41.5,2
742,2018,29998,Manual,20847,Petrol,145,20.9,5
12885,2018,12500,Manual,17793,Petrol,145,55.4,1.1
14627,2017,8399,Manual,19913,Petrol,145,47.1,1.4
13150,2018,15000,Manual,11137,Petrol,150,51.4,1
9034,2015,8800,Manual,28324,Petrol,0,65.7,1
8991,2018,9700,Manual,6302,Petrol,145,64.2,1.1
13053,2017,12289,Semi-Auto,18134,Petrol,125,51.4,1
5997,2016,9995,Manual,23672,Petrol,30,55.4,1
10214,2017,21333,Manual,9975,Diesel,145,48.7,2
14914,2019,16300,Manual,15825,Petrol,150,60.1,1
11000,2016,15000,Manual,33770,Diesel,125,56.5,2
6349,2019,15785,Manual,9000,Petrol,150,60.1,1
1042,2018,16998,Manual,3713,Diesel,145,54.3,1.5
16977,2004,2295,Manual,88936,Petrol,200,44.1,1.4
16702,2015,7199,Manual,45596,Petrol,20,61.4,1
10114,2018,12699,Manual,21442,Petrol,145,57.7,1
17661,2018,12700,Manual,12038,Petrol,145,65.7,1
13903,2019,17995,Manual,7000,Petrol,145,39.2,1.5
5574,2016,8495,Manual,7111,Petrol,145,47.1,1.4
3048,2016,7800,Manual,14994,Petrol,0,65.7,1
14459,2016,8470,Manual,89827,Diesel,0,74.3,1.5
5924,2016,9161,Manual,42991,Diesel,20,68.9,1.5
9148,2019,13495,Manual,5338,Petrol,145,58.9,1
4125,2016,14500,Manual,35000,Petrol,205,41.5,2
3145,2018,12995,Manual,13851,Petrol,150,54.3,1
15212,2018,8489,Manual,8200,Petrol,150,57.7,1.2
569,2016,7998,Manual,21446,Petrol,125,54.3,1.2
14074,2019,14300,Manual,1625,Petrol,145,58.9,1
2700,2016,7899,Manual,25465,Petrol,125,54.3,1.2
11888,2017,22099,Semi-Auto,15349,Diesel,200,47.9,2
4981,2018,9300,Manual,11172,Petrol,145,64.2,1.1
15971,2014,7299,Manual,57982,Petrol,0,65.7,1
15743,2017,9989,Manual,28264,Diesel,20,68.9,1.5
14143,2014,7096,Manual,53767,Diesel,20,67.3,1.6
15161,2016,10200,Automatic,10000,Petrol,160,44.1,1.6
13427,2019,14500,Manual,10000,Petrol,145,58.9,1
13024,2018,13490,Manual,32148,Diesel,150,74.3,1.5
15123,2016,19199,Automatic,36142,Diesel,165,48.7,2
12404,2018,13100,Manual,9000,Petrol,145,58.9,1
14243,2015,7812,Manual,46995,Petrol,20,62.8,1
16664,2017,12339,Manual,17333,Petrol,145,57.7,1
8817,2019,15000,Manual,1035,Petrol,145,58.9,1
2099,2019,33500,Automatic,10,Diesel,145,37.2,2
4997,2015,6700,Manual,35659,Petrol,0,65.7,1
13604,2006,2195,Manual,89000,Diesel,120,58.9,1.6
13753,2017,9495,Manual,18000,Petrol,125,54.3,1.2
204,2016,9998,Manual,16984,Diesel,20,68.9,1.5
5594,2018,13371,Manual,5273,Petrol,145,60.1,1
10898,2017,17000,Manual,15962,Diesel,30,54.3,2
14405,2018,13999,Manual,8666,Petrol,145,57.7,1
10173,2014,8295,Manual,50496,Petrol,145,47.9,1.6
9917,2015,7295,Manual,40981,Petrol,30,55.4,1
5147,2017,12720,Manual,41116,Diesel,125,60.1,2
13373,2018,19000,Manual,14926,Diesel,145,54.3,2
11455,2018,9999,Manual,35259,Petrol,145,65.7,1
10084,2018,10995,Manual,2359,Petrol,150,65.7,1
5912,2016,13297,Automatic,26587,Petrol,235,38.2,1.5
15810,2018,14989,Manual,38284,Petrol,145,45.6,1.5
14040,2015,8490,Manual,62000,Diesel,20,67.3,2
16147,2015,7295,Manual,83823,Diesel,0,74.3,1.5
9334,2018,11500,Manual,13480,Petrol,145,56.5,1
5034,2017,8698,Manual,16284,Petrol,145,54.3,1.2
15444,2016,8200,Manual,35865,Petrol,0,65.7,1
6345,2017,14180,Manual,29000,Diesel,150,60.1,2
4151,2018,10497,Manual,14220,Petrol,145,64.2,1.1
8000,2019,20847,Manual,10233,Diesel,145,47.9,2
15338,2017,9800,Manual,25708,Petrol,0,65.7,1
8259,2017,8290,Manual,29274,Petrol,0,65.7,1
14100,2017,5990,Manual,73000,Diesel,145,78.5,1.5
8982,2016,9200,Manual,17833,Petrol,125,54.3,1.2
15698,2014,6495,Manual,46000,Petrol,30,54.3,1.2
959,2018,11650,Manual,7680,Petrol,145,60.1,1
661,2017,11998,Manual,8966,Petrol,145,65.7,1
10337,2019,29350,Manual,1617,Petrol,145,34.5,2.3
16005,2016,10750,Manual,15101,Petrol,30,55.4,1
11277,2019,12399,Manual,10241,Petrol,145,56.5,1
3287,2016,8498,Manual,47835,Diesel,20,68.9,1.5
14211,2016,8250,Manual,13838,Petrol,125,54.3,1.2
15086,2017,11700,Manual,25971,Petrol,150,45.6,1.5
16832,2014,7990,Manual,69000,Diesel,30,61.4,2
17940,2020,15799,Manual,120,Petrol,150,58.9,1
4707,2018,11950,Manual,10844,Petrol,145,49.6,1
8384,2015,7210,Manual,79700,Diesel,0,78.5,1.6
2034,2017,14998,Automatic,6829,Petrol,150,38.2,1.5
13612,2019,15980,Manual,13999,Petrol,145,58.9,1
1055,2017,7995,Manual,18250,Petrol,125,54.3,1.2
702,2017,13498,Manual,8913,Petrol,145,54.3,1
16777,2015,8549,Manual,16754,Petrol,0,65.7,1
17445,2011,4490,Manual,89000,Petrol,150,47.9,1.6
8194,2017,7872,Manual,26864,Petrol,0,65.7,1
2961,2015,14750,Manual,5839,Diesel,145,54.3,2
4922,2013,5000,Manual,69455,Petrol,30,54.3,1.2
6112,2014,6998,Manual,33393,Diesel,0,76.4,1.5
3359,2017,12498,Manual,17813,Diesel,30,64.2,1.5
6176,2019,13985,Semi-Auto,33036,Diesel,150,45.6,2
1664,2017,11300,Manual,31118,Diesel,0,74.3,1.5
12093,2017,9490,Manual,8000,Petrol,145,54.3,1
7852,2018,13791,Manual,15320,Petrol,145,54.3,1
13225,2015,12900,Manual,29280,Petrol,205,41.5,2
7548,2017,10995,Manual,16520,Petrol,145,62.8,1
13010,2017,10000,Manual,9867,Petrol,150,64.2,1.1
5839,2019,13670,Manual,14329,Petrol,145,58.9,1
7007,2015,14000,Manual,44661,Diesel,145,54.3,2
3061,2018,8343,Manual,7852,Petrol,145,57.7,1.2
435,2017,8998,Manual,20648,Petrol,160,44.8,1.5
920,2018,9650,Manual,29163,Petrol,145,65.7,1
611,2017,17498,Semi-Auto,31098,Diesel,150,54.3,2
13747,2019,20990,Manual,5812,Diesel,145,54.3,1.5
3097,2017,9695,Manual,21803,Petrol,145,62.8,1
8763,2019,19000,Automatic,12859,Petrol,145,41.5,1
6043,2015,7490,Manual,46212,Petrol,125,53.3,1
6503,2019,20000,Manual,50,Diesel,150,65.7,2
12241,2018,19300,Semi-Auto,19000,Diesel,150,54.3,2
5530,2018,11830,Manual,13028,Petrol,145,58.9,1
4216,2018,12995,Manual,7804,Petrol,145,57.7,1
4655,2019,13497,Manual,2218,Petrol,145,58.9,1
12227,2019,11500,Manual,7540,Petrol,145,55.4,1.1
13322,2017,10000,Manual,27995,Petrol,125,53.3,1
3115,2019,15995,Manual,13474,Petrol,150,51.4,1
17262,2013,7000,Manual,47781,Petrol,30,56.5,1
14620,2016,9995,Manual,22607,Petrol,0,65.7,1
9846,2015,9800,Manual,18136,Diesel,0,88.3,1.5
16831,2009,3790,Manual,79000,Diesel,200,48.7,1.8
2482,2013,4990,Manual,66175,Diesel,0,85.6,1.6
1117,2014,6691,Manual,33391,Petrol,30,54.3,1.2
6352,2017,11499,Manual,23187,Petrol,145,60.1,1
16821,2011,5499,Manual,54901,Petrol,145,47.9,1.6
15916,2013,10200,Manual,49766,Diesel,20,60.1,2
8801,2018,20000,Manual,13856,Petrol,145,41.5,2
4550,2018,10950,Manual,7100,Petrol,145,65.7,1
9758,2016,9180,Manual,22762,Petrol,0,65.7,1
3134,2016,9998,Manual,24609,Diesel,20,68.9,1.5
12727,2018,13499,Manual,11277,Petrol,145,57.7,1
7773,2017,9998,Semi-Auto,28363,Petrol,0,57.7,1
4065,2017,11298,Manual,16364,Petrol,0,65.7,1
13498,2015,8490,Manual,30000,Petrol,20,62.8,1
13140,2018,14000,Manual,11902,Petrol,150,54.3,1
8416,2016,15877,Manual,13400,Petrol,200,41.5,2
4780,2015,7598,Semi-Auto,33440,Petrol,165,44.1,1.6
1059,2013,5999,Manual,41675,Petrol,20,58.9,1
4920,2017,11590,Manual,9862,Petrol,125,52.3,1
6791,2017,15500,Manual,23735,Diesel,150,64.2,1.5
15629,2011,5000,Manual,92785,Petrol,200,40.9,1.6
11187,2019,15299,Manual,8347,Petrol,145,58.9,1
7697,2019,15150,Manual,48,Petrol,145,53.3,1
4238,2017,16998,Automatic,7293,Petrol,150,38.2,1.5
15512,2015,7200,Manual,36740,Petrol,125,54.3,1.2
511,2019,15489,Manual,5636,Diesel,145,68.9,1.5
5301,2017,10270,Manual,14630,Diesel,0,78.5,1.5
7964,2015,7591,Manual,33350,Petrol,20,62.8,1
13690,2017,11500,Automatic,11016,Petrol,160,44.8,1.5
7716,2017,12999,Manual,21000,Petrol,145,57.7,1
15119,2016,14500,Manual,31543,Petrol,165,45.6,1.5
12212,2018,18399,Manual,3326,Diesel,145,47.9,2
6989,2018,11300,Manual,7834,Diesel,145,74.3,1.5
13138,2019,19995,Automatic,161,Petrol,145,48.7,1
11239,2017,19500,Semi-Auto,19141,Diesel,145,54.3,2
9036,2017,11000,Manual,14661,Petrol,160,44.1,1.6
13052,2016,12689,Automatic,12369,Petrol,145,46.3,1.5
327,2019,11498,Manual,15766,Petrol,145,58.9,1
2422,2017,9998,Manual,42692,Petrol,125,52.3,1
8642,2018,8990,Manual,9616,Petrol,145,64.2,1.1
3811,2017,7997,Manual,10094,Petrol,145,57.7,1.2
10568,2016,9989,Semi-Auto,15590,Petrol,0,57.7,1
7829,2019,15440,Manual,5684,Petrol,145,60.1,1
1168,2019,12880,Manual,9018,Petrol,145,58.9,1
13934,2016,9500,Manual,40094,Petrol,20,62.8,1
15672,2017,9725,Manual,18291,Diesel,0,74.3,1.5
10879,2017,16999,Manual,19739,Diesel,145,60.1,2
17246,2016,10995,Automatic,34646,Petrol,150,46.3,1.5
7317,2017,7500,Manual,47751,Petrol,145,65.7,1
2828,2018,12090,Automatic,12279,Petrol,145,51.4,1
