"","year","price","transmission","mileage","fuelType","tax","mpg","engineSize","T_price"
"16525",2015,6499,"Manual",115613,"Diesel",125,58.9,1.6,23.9427179064492
"13097",2019,17900,"Manual",1500,"Petrol",145,51.4,1,30.4438271972687
"10666",2017,9300,"Manual",9918,"Petrol",0,65.7,1,26.0932840295536
"3460",2014,7760,"Manual",36610,"Petrol",0,65.7,1,24.9876441473724
"7052",2018,15599,"Manual",18000,"Diesel",145,74.3,1.5,29.4817545374538
"4785",2015,6698,"Manual",25409,"Petrol",125,54.3,1.2,24.1178317990135
"12339",2019,16500,"Manual",5400,"Petrol",150,58.9,1,29.871192006839
"10038",2015,8000,"Manual",33442,"Petrol",160,44.8,1.5,25.1708816827258
"9960",2013,7568,"Manual",17490,"Diesel",0,78.5,1.6,24.8377608678814
"13866",2016,8790,"Manual",60112,"Petrol",145,47.9,1.6,25.7445244143313
"115",2017,13998,"Manual",24504,"Diesel",150,64.2,1.5,28.742961947526
"10926",2019,16199,"Semi-Auto",8310,"Petrol",145,48.7,1,29.743026326441
"5000",2019,17400,"Automatic",1872,"Petrol",145,44.1,1,30.2435667647404
"2398",2016,8498,"Semi-Auto",55102,"Petrol",165,44.8,1.5,25.5374908382992
"6088",2016,10299,"Manual",22399,"Petrol",125,52.3,1,26.734306791431
"3824",2018,12997,"Manual",16568,"Petrol",145,57.7,1,28.2459408699521
"7220",2014,7490,"Manual",26611,"Petrol",0,65.7,1,24.7760008288584
"14105",2017,7990,"Manual",19000,"Petrol",0,65.7,1,25.1633351881139
"10042",2017,13200,"Manual",7951,"Petrol",150,47.9,1.6,28.3491516463988
"2548",2019,15900,"Manual",11507,"Petrol",145,60.1,1,29.6138118932535
"1569",2018,10695,"Manual",8151,"Petrol",150,58.9,1,26.9746767111224
"10445",2015,7650,"Manual",51205,"Diesel",20,67.3,1.6,24.9021414369883
"17528",2016,8499,"Manual",29000,"Petrol",125,54.3,1.2,25.5382095027742
"13509",2018,12999,"Automatic",5813,"Petrol",145,54.3,1,28.2469639951251
"11944",2016,10500,"Automatic",3410,"Petrol",0,57.7,1,26.8572192270383
"7341",2017,11999,"Manual",13631,"Petrol",150,57.7,1,27.7189241543919
"16260",2018,16995,"Manual",9366,"Petrol",145,60.1,1,30.0779526981977
"5115",2017,10490,"Semi-Auto",25484,"Diesel",20,64.2,1.5,26.851148872324
"1363",2019,17900,"Manual",9504,"Diesel",145,57.7,1.5,30.4438271972687
"15033",2017,10800,"Automatic",22965,"Petrol",125,51.4,1,27.0372149753681
"8701",2018,10800,"Manual",15356,"Petrol",145,65.7,1,27.0372149753681
"2080",2020,16795,"Manual",384,"Petrol",145,53.3,1,29.9950006544722
"14397",2014,8483,"Manual",48739,"Petrol",20,60.1,1,25.5267027441652
"13086",2017,10450,"Semi-Auto",20183,"Petrol",145,47.9,1.6,26.8268210617076
"1002",2013,6776,"Manual",35490,"Diesel",20,67.3,1.6,24.1853350762138
"1647",2018,8280,"Manual",5344,"Petrol",145,57.7,1.2,25.3791817178925
"5394",2017,8400,"Manual",7024,"Petrol",125,54.3,1.2,25.4667312441373
"4167",2017,10397,"Manual",18558,"Petrol",145,65.7,1,26.7944717021768
"16565",2015,8999,"Manual",86388,"Diesel",30,64.2,2,25.8893560524704
"16957",2017,24000,"Automatic",26818,"Diesel",145,47.9,2,32.5848007876506
"6695",2016,9494,"Manual",6428,"Petrol",125,54.3,1.2,26.2219374849351
"9928",2017,11795,"Manual",12260,"Petrol",145,60.1,1,27.6069061426234
"3117",2016,10790,"Manual",15666,"Petrol",20,62.8,1,27.0312799592186
"10155",2018,11695,"Manual",12487,"Petrol",145,65.7,1,27.5514283117691
"11933",2015,11111,"Manual",14282,"Petrol",20,60.1,1,27.2196363092035
"14500",2015,7991,"Manual",90000,"Diesel",20,68.9,2,25.1640901774818
"1978",2017,8400,"Manual",14448,"Petrol",145,54.3,1.2,25.4667312441373
"15399",2015,8700,"Manual",61294,"Diesel",0,74.3,1.5,25.6813068996093
"5073",2017,10998,"Manual",7008,"Petrol",0,65.7,1,27.1538326744561
"5276",2015,8798,"Semi-Auto",16952,"Petrol",145,47.9,1.6,25.7501186510506
"8520",2019,11840,"Manual",7259,"Petrol",145,58.9,1,27.6317484769868
"958",2018,11500,"Manual",10051,"Petrol",145,60.1,1,27.4421458490631
"12169",2018,13990,"Manual",16500,"Petrol",145,58.9,1,28.7391041760303
"8931",2018,14900,"Manual",15692,"Diesel",150,65.7,2,29.1670322830635
"906",2018,10700,"Manual",28313,"Petrol",145,60.1,1,26.9776658367903
"14794",2017,9499,"Manual",30825,"Petrol",150,61.4,1,26.2252253891239
"13120",2015,6724,"Manual",27026,"Petrol",125,54.3,1.2,24.1404024428687
"15757",2017,8900,"Manual",25520,"Petrol",125,54.3,1.2,25.8210908527125
"15265",2016,12500,"Manual",61051,"Diesel",145,54.3,2,27.9876977693224
"6094",2016,10350,"Manual",19508,"Diesel",0,74.3,1.5,26.7656739795861
"14007",2017,7650,"Manual",44000,"Diesel",0,78.5,1.5,24.9021414369883
"15387",2017,9400,"Manual",9405,"Petrol",145,54.3,1.2,26.1598655474817
"2730",2018,10642,"Manual",16364,"Petrol",145,65.7,1,26.9429230486972
"1652",2013,10140,"Manual",35074,"Diesel",200,47.9,2,26.6357106966187
"16254",2017,7195,"Manual",117390,"Diesel",20,67.3,2,24.5376652268974
"12503",2017,9000,"Manual",25744,"Petrol",150,44.8,1.5,25.8900425283706
"15642",2019,15990,"Manual",11509,"Petrol",145,40.3,1.5,29.6529089190425
"11549",2018,15799,"Manual",13500,"Diesel",145,60.1,2,29.5697249509437
"17077",2009,2250,"Manual",100000,"Diesel",20,67.3,1.6,18.410274600231
"15909",2008,4695,"Manual",72900,"Diesel",200,45.6,2,22.120464506941
"5340",2016,17920,"Semi-Auto",27902,"Diesel",145,52.3,2,30.4517440681049
"13722",2017,11290,"Manual",29787,"Diesel",0,74.3,1.5,27.3227864340933
"13488",2012,5500,"Manual",68300,"Diesel",20,67.3,1.6,22.9925551320108
"16151",2015,8795,"Semi-Auto",21091,"Petrol",150,47.9,1.6,25.7480212893552
"9059",2014,8750,"Manual",25702,"Petrol",0,65.7,1,25.7164919770787
"5333",2016,10350,"Manual",18242,"Diesel",0,78.5,1.5,26.7656739795861
"14656",2016,15749,"Manual",19664,"Petrol",200,41.5,2,29.5478162414379
"12737",2019,17299,"Manual",6379,"Diesel",145,38.2,2,30.2025564892917
"14532",2015,7991,"Manual",90000,"Diesel",20,68.9,2,25.1640901774818
"9501",2016,8000,"Manual",45375,"Diesel",0,78.5,1.5,25.1708816827258
"10804",2015,7980,"Manual",18534,"Petrol",125,54.3,1.2,25.1557811337758
"14947",2017,16999,"Manual",24242,"Diesel",150,54.3,2,30.0796037556023
"5127",2017,8000,"Manual",19501,"Petrol",150,65.7,1,25.1708816827258
"14936",2016,8200,"Manual",20387,"Petrol",0,65.7,1,25.3202497866002
"3083",2019,18791,"Automatic",1704,"Petrol",145,40.9,1.5,30.7898586231222
"10022",2017,16995,"Manual",39684,"Diesel",150,67.3,2,30.0779526981977
"9805",2018,10700,"Manual",8015,"Petrol",145,55.4,1.1,26.9776658367903
"3180",2019,16991,"Manual",8735,"Petrol",145,60.1,1,30.0763013298851
"12336",2018,13820,"Manual",13800,"Petrol",145,55.4,1,28.6567062991084
"2681",2017,10298,"Manual",18563,"Petrol",150,60.1,1,26.7336905075319
"10755",2016,9775,"Manual",34296,"Petrol",0,65.7,1,26.4046066076834
"4953",2019,17290,"Manual",6252,"Petrol",145,60.1,1,30.1988928213191
"12246",2018,10400,"Manual",6169,"Petrol",145,55.4,1.1,26.7963063161627
"3049",2019,16770,"Manual",12942,"Diesel",145,74.3,1.5,29.9845761662785
"17728",2017,12500,"Manual",20668,"Petrol",20,61.4,1,27.9876977693224
"10159",2017,11999,"Manual",27616,"Petrol",145,47.9,1.6,27.7189241543919
"8212",2018,7800,"Manual",2961,"Petrol",145,57.7,1.2,25.0184956983964
"11006",2018,11699,"Manual",18337,"Petrol",145,65.7,1,27.5536546974618
"8041",2019,16300,"Manual",5113,"Petrol",145,60.1,1,29.7862429047762
"9584",2018,12400,"Manual",21264,"Petrol",150,57.7,1,27.9347477406055
"10433",2018,20000,"Manual",15822,"Diesel",145,54.3,2,31.2389831838848
"3091",2020,17990,"Manual",494,"Petrol",145,53.3,1,30.479397568255
"2885",2014,7360,"Manual",28000,"Petrol",0,65.7,1,24.6719143842794
"17894",2018,9999,"Manual",22000,"Petrol",150,65.7,1,26.5472362414254
"15964",2016,7560,"Manual",46924,"Diesel",0,88.3,1.5,24.831450004189
"6548",2017,14699,"Manual",33717,"Diesel",125,60.1,2,29.0743486114853
"9910",2018,11580,"Manual",26950,"Petrol",145,56.5,1,27.4871576710064
"5555",2017,10260,"Manual",9996,"Petrol",145,65.7,1,26.7102361651886
"14291",2019,17850,"Automatic",4233,"Diesel",145,74.3,1.5,30.4240040152905
"14638",2016,19900,"Automatic",22188,"Diesel",200,47.9,2,31.2026715045367
"2657",2017,18498,"Semi-Auto",40512,"Diesel",150,52.3,2,30.6775447347799
"2733",2014,9356,"Manual",42342,"Diesel",145,53.3,2,26.1306398376965
"12811",2013,6000,"Manual",48133,"Petrol",30,54.3,1.2,23.4839526014176
"15897",2019,19300,"Automatic",1592,"Petrol",150,51.4,1,30.9816824242071
"17161",2016,10495,"Manual",16000,"Petrol",125,52.3,1,26.8541846280856
"7328",2015,7399,"Manual",33490,"Petrol",125,54.3,1.2,24.7032937228566
"5914",2018,8580,"Manual",17997,"Petrol",145,43.5,1.2,25.5961979405714
"1428",2013,6750,"Manual",16072,"Petrol",30,54.3,1.2,24.1629033744031
"12088",2018,16890,"Semi-Auto",6400,"Petrol",145,48.7,1,30.0345008449149
"12831",2017,8400,"Manual",61564,"Petrol",0,65.7,1,25.4667312441373
"6301",2018,11250,"Manual",12997,"Petrol",145,58.9,1,27.2998502488908
"17914",2018,10899,"Manual",9973,"Petrol",145,65.7,1,27.0957356851503
"3846",2015,7497,"Manual",21747,"Petrol",125,54.3,1.2,24.7815643570549
"10863",2019,16999,"Manual",4933,"Petrol",145,60.1,1,30.0796037556023
"15005",2017,7999,"Manual",26213,"Diesel",0,78.5,1.5,25.1701273729673
"10962",2019,16399,"Semi-Auto",7244,"Petrol",145,48.7,1,29.8283963008867
"9330",2018,11200,"Manual",16960,"Petrol",145,56.5,1,27.271088092617
"11761",2017,10990,"Manual",32974,"Diesel",150,64.2,1.5,27.1491535411878
"1556",2016,8990,"Semi-Auto",12600,"Petrol",145,47.9,1.6,25.8831750215715
"10779",2018,11995,"Manual",10000,"Petrol",145,58.9,1,27.7167424200531
"86",2017,8998,"Manual",21267,"Petrol",145,64.2,1.1,25.8886695155405
"6237",2019,18250,"Manual",15742,"Diesel",145,54.3,1.5,30.581362811207
"10252",2017,10995,"Semi-Auto",16750,"Diesel",125,58.9,2,27.152078318669
"8747",2017,10699,"Semi-Auto",9896,"Petrol",145,57.7,1,26.9770681010645
"14629",2017,11999,"Manual",26973,"Petrol",145,57.7,1,27.7189241543919
"5911",2016,8830,"Manual",22582,"Petrol",125,52.3,1,25.772454984524
"9583",2016,8350,"Manual",17303,"Diesel",0,74.4,1.5,25.4303746593329
"6013",2017,12795,"Manual",7299,"Diesel",145,74.3,1.5,28.1419503515075
"10903",2019,16299,"Semi-Auto",8383,"Petrol",145,48.7,1,29.7858160692353
"6447",2016,11810,"Semi-Auto",5034,"Petrol",125,51.4,1,27.6151953326132
"7476",2019,17170,"Manual",5641,"Petrol",145,60.1,1,30.1498975363433
"5812",2017,17500,"Manual",11115,"Diesel",145,54.3,2,30.2839838053499
"8568",2017,10020,"Manual",15133,"Petrol",20,62.8,1,26.5604762876792
"17463",2018,12300,"Automatic",31372,"Petrol",145,54.3,1,27.8814549892309
"17010",2017,8137,"Manual",28903,"Petrol",150,65.7,1,25.2735162929479
"2391",2019,15995,"Manual",2350,"Diesel",145,54.3,1.5,29.655075809312
"12444",2018,10790,"Manual",14890,"Petrol",145,65.7,1,27.0312799592186
"17317",2011,7499,"Manual",56000,"Petrol",555,28.5,2.5,24.7831531732157
"14060",2016,9600,"Manual",24257,"Petrol",0,65.7,1,26.291346445319
"3949",2017,15997,"Manual",19744,"Diesel",145,60.1,2,29.6559424136919
"15357",2019,13300,"Automatic",1987,"Petrol",150,48.7,1,28.3995282381318
"17678",2015,6975,"Manual",79347,"Diesel",0,67.3,1.5,24.3547811374468
"5663",2017,9814,"Manual",30926,"Petrol",145,52.3,1,26.4296261409464
"13212",2017,13000,"Semi-Auto",10028,"Petrol",125,51.4,1,28.2474755104875
"6512",2017,18950,"Semi-Auto",24078,"Diesel",160,48.7,2,30.8502218222238
"8664",2018,17990,"Manual",7519,"Petrol",145,41.5,2,30.479397568255
"16144",2014,11350,"Automatic",40219,"Petrol",260,36.7,1.6,27.3570691200948
"2987",2014,6999,"Manual",40793,"Petrol",0,65.7,1,24.3749545306984
"14816",2017,9999,"Manual",17453,"Petrol",125,53.3,1,26.5472362414254
"8442",2014,7200,"Manual",23594,"Petrol",0,65.7,1,24.5417693906278
"1768",2018,8998,"Manual",7719,"Petrol",150,47.9,1.2,25.8886695155405
"5840",2015,13241,"Manual",55362,"Diesel",145,54.3,2,28.3698428523228
"11984",2018,16990,"Automatic",18129,"Petrol",150,38.2,1.5,30.0758884392122
"17710",2016,8800,"Manual",20044,"Petrol",0,65.7,1,25.7515165743482
"4915",2016,15500,"Manual",27790,"Diesel",125,56.5,2,29.4378748921932
"17443",2010,3650,"Manual",88000,"Petrol",200,40.9,1.6,20.7886481715007
"2886",2017,6790,"Manual",29375,"Petrol",150,57.7,1.2,24.19738517738
"13762",2016,7851,"Manual",24437,"Petrol",125,54.3,1.2,25.0576483884374
"2066",2017,15995,"Manual",26929,"Diesel",20,67.3,2,29.655075809312
"4269",2018,14000,"Manual",17406,"Petrol",145,65.7,1,28.7439261147976
"5489",2018,8470,"Manual",9688,"Petrol",145,54.3,1.2,25.5173407113186
"11863",2019,23999,"Manual",1606,"Petrol",145,50.4,1,32.5844875757572
"7751",2016,7560,"Manual",24610,"Petrol",0,65.7,1,24.831450004189
"1151",2017,9290,"Manual",20286,"Petrol",145,65.7,1,26.0865944239365
"2493",2018,10500,"Manual",7994,"Petrol",145,55.4,1,26.8572192270383
"2090",2019,14000,"Manual",11334,"Petrol",145,53.3,1,28.7439261147976
"15225",2016,7999,"Manual",15074,"Petrol",125,54.3,1.2,25.1701273729673
"1370",2013,8298,"Manual",39632,"Petrol",30,55.4,1,25.3923785872152
"5995",2017,10790,"Semi-Auto",20836,"Petrol",0,57.7,1,27.0312799592186
"16059",2015,7499,"Manual",31000,"Petrol",125,54.3,1.2,24.7831531732157
"5289",2017,10991,"Manual",10995,"Petrol",150,65.7,1,27.1497385818335
"4902",2017,26900,"Manual",14929,"Petrol",150,36.7,2.3,33.4521351724188
"5022",2018,14500,"Manual",19799,"Petrol",145,52.3,1,28.9815828888789
"8397",2017,8591,"Manual",19295,"Petrol",145,64.2,1.1,25.6040390994538
"14915",2016,7695,"Manual",32290,"Petrol",0,65.7,1,24.9372379437665
"6680",2019,13500,"Manual",6,"Petrol",145,48.7,1.1,28.4993791331143
"4676",2018,10597,"Manual",5643,"Petrol",145,64.2,1.1,26.9158629281927
"6815",2017,10999,"Manual",7873,"Petrol",145,65.7,1,27.1544173746434
"251",2019,16998,"Manual",12236,"Petrol",145,55.4,1,30.0791910203916
"3422",2018,10991,"Manual",9343,"Petrol",145,65.7,1,27.1497385818335
"3389",2018,11540,"Manual",12052,"Petrol",145,65.7,1,27.4646829641382
"17815",2019,17999,"Manual",6937,"Diesel",145,61.4,1.5,30.4829467700213
"11243",2017,18799,"Manual",41569,"Diesel",125,56.5,2,30.7929055085776
"3741",2018,11000,"Manual",12351,"Petrol",145,65.7,1,27.1550020323046
"16781",2018,13699,"Automatic",40517,"Diesel",145,45.6,2,28.5975630385544
"13039",2014,7490,"Manual",45153,"Petrol",30,56.5,1,24.7760008288584
"12838",2018,9790,"Manual",20818,"Petrol",145,58.9,1,26.4142389395049
"11989",2015,6495,"Manual",58693,"Diesel",0,78.5,1.6,23.9391543002333
"9987",2017,17295,"Manual",21232,"Petrol",145,41.5,2,30.200928380714
"3700",2016,10991,"Manual",3125,"Petrol",20,60.1,1,27.1497385818335
"7020",2016,9299,"Manual",32232,"Petrol",160,44.1,1.6,26.0926153280168
"15627",2016,7000,"Manual",94581,"Petrol",125,51.4,1.5,24.3757938870598
"13179",2019,20000,"Manual",6109,"Diesel",145,47.9,2,31.2389831838848
"4134",2013,6495,"Manual",45159,"Petrol",145,47.1,1.4,23.9391543002333
"12933",2018,11000,"Manual",14282,"Petrol",150,65.7,1,27.1550020323046
"5076",2018,10298,"Manual",14240,"Petrol",150,64.2,1.1,26.7336905075319
"14085",2019,18800,"Manual",8579,"Petrol",145,39.2,1.5,30.793286296321
"14411",2019,17699,"Automatic",1821,"Diesel",145,74.3,1.5,30.3638671323508
"16905",2005,675,"Manual",121000,"Petrol",235,39.8,2,13.4005480704458
"11740",2018,11100,"Manual",5974,"Petrol",145,65.7,1,27.2132542295893
"10797",2016,8999,"Manual",46101,"Diesel",0,74.3,1.5,25.8893560524704
"14430",2016,8940,"Manual",48687,"Diesel",0,74.3,1.5,25.8487455323514
"5651",2019,19730,"Manual",7006,"Diesel",145,47.9,2,31.1406052442989
"13922",2018,12300,"Manual",7887,"Petrol",150,65.7,1,27.8814549892309
"12319",2019,14500,"Manual",8365,"Petrol",145,58.9,1,28.9815828888789
"2416",2015,6998,"Manual",37376,"Petrol",125,54.3,1.2,24.3741150783915
"13483",2012,9995,"Semi-Auto",11310,"Petrol",160,44.1,1.6,26.5447118061406
"4601",2018,9671,"Manual",8131,"Petrol",145,64.2,1.1,26.3374952396173
"17833",2019,20999,"Automatic",3621,"Petrol",135,47.1,2,31.5939867967609
"10472",2017,12192,"Manual",21210,"Petrol",145,47.9,1.6,27.8235080664431
"14047",2016,7990,"Manual",32000,"Diesel",0,74.3,1.5,25.1633351881139
"14878",2014,9599,"Manual",62350,"Diesel",200,47.9,2,26.2906945151037
"11361",2018,16499,"Manual",13900,"Diesel",145,60.1,2,29.8707693154766
"12103",2018,22299,"Manual",4974,"Diesel",145,48.7,2,32.0362563835967
"5820",2018,12791,"Manual",7885,"Petrol",145,54.3,1,28.1398779109922
"3655",2019,17550,"Semi-Auto",4,"Petrol",145,45.6,1,30.3041230786312
"11920",2019,29000,"Automatic",1500,"Diesel",145,64.2,2,34.0345883646505
"7040",2017,8499,"Manual",41069,"Petrol",0,65.7,1,25.5382095027742
"17568",2017,8000,"Manual",51378,"Petrol",145,60.1,1,25.1708816827258
"14354",2016,8490,"Manual",20587,"Petrol",20,61.4,1,25.5317390856025
"12409",2018,14800,"Automatic",14654,"Diesel",145,67.3,1.5,29.1210468777474
"15639",2015,7695,"Manual",50380,"Diesel",0,74.3,1.5,24.9372379437665
"651",2016,9498,"Manual",18154,"Petrol",20,60.1,1,26.2245679190669
"719",2019,16998,"Manual",6092,"Petrol",145,49.6,1,30.0791910203916
"4240",2017,11998,"Manual",20646,"Diesel",150,68.9,1.5,27.7183787753614
"1404",2019,16000,"Manual",6238,"Petrol",145,60.1,1,29.6572421577573
"12375",2016,16991,"Manual",29886,"Diesel",165,48.7,2,30.0763013298851
"1160",2017,9607,"Manual",6596,"Petrol",145,64.2,1.1,26.2959084362889
"7028",2018,27400,"Semi-Auto",8044,"Diesel",145,47.9,2,33.5940288272267
"9261",2019,15250,"Semi-Auto",15695,"Petrol",150,48.7,1,29.3260612488552
"2526",2017,17799,"Manual",20747,"Diesel",150,56.5,2,30.4037385535004
"12234",2018,14199,"Manual",2500,"Diesel",145,74.3,1.5,28.8393144562906
"7038",2017,11399,"Manual",12814,"Petrol",0,65.7,1,27.384959261204
"83",2018,13698,"Manual",13418,"Petrol",145,58.9,1,28.5970725130546
"2450",2014,7298,"Manual",52544,"Diesel",20,67.3,1.6,24.6217543555063
"9368",2016,9690,"Manual",9763,"Diesel",20,68.9,1.5,26.3497989321572
"13250",2019,24450,"Semi-Auto",9952,"Diesel",145,38.7,2,32.724698456256
"9806",2017,9900,"Manual",10385,"Petrol",0,65.7,1,26.4845175816449
"16050",2017,8995,"Manual",23267,"Petrol",150,64.2,1.1,25.8866095384516
"11093",2017,11257,"Manual",17000,"Diesel",150,74.3,1.5,27.3038687857659
"13847",2017,9750,"Manual",21500,"Petrol",150,53.3,1,26.3885264115343
"8447",2015,8629,"Manual",38722,"Petrol",20,61.4,1,25.6310650876673
"5703",2017,9990,"Manual",13051,"Petrol",145,65.7,1,26.5415551252201
"15147",2015,9100,"Manual",38379,"Diesel",0,74.3,1.5,25.9583839987081
"11591",2013,7820,"Manual",17066,"Petrol",0,65.7,1,25.0338740341807
"12632",2018,10700,"Manual",12372,"Diesel",145,85.6,1.5,26.9776658367903
"9838",2017,11700,"Manual",18479,"Petrol",20,60.1,1,27.5542111987305
"14724",2019,14998,"Manual",10464,"Petrol",145,58.9,1,29.2118590566976
"17616",2017,13495,"Automatic",3000,"Petrol",145,51.4,1,28.4968973299212
"13491",2011,3995,"Manual",57000,"Petrol",125,50.4,1.2,21.2587084389024
"12906",2017,10800,"Semi-Auto",25032,"Petrol",165,44.8,1.5,27.0372149753681
"369",2017,13998,"Manual",4856,"Diesel",145,61.4,1.5,28.742961947526
"1219",2017,10200,"Manual",11743,"Petrol",145,64.2,1.1,26.6730611084716
"2509",2016,10699,"Manual",9027,"Petrol",20,60.1,1,26.9770681010645
"2363",2018,16950,"Manual",2684,"Petrol",145,41.5,2,30.0593568478249
"8871",2018,15995,"Manual",4835,"Diesel",145,58.9,1.5,29.655075809312
"3759",2015,9450,"Semi-Auto",20445,"Petrol",160,44.8,1.6,26.1929440355292
"16646",2016,9399,"Manual",30608,"Petrol",160,44.1,1.6,26.1592025434055
"5711",2018,18987,"Manual",13081,"Diesel",145,67.3,2,30.8642104602401
"7447",2016,8995,"Manual",33744,"Diesel",0,74.3,1.5,25.8866095384516
"3069",2018,13990,"Semi-Auto",17461,"Petrol",145,48.7,1,28.7391041760303
"14688",2015,10599,"Manual",39329,"Petrol",165,45.6,1.5,26.917067550398
"15378",2018,9999,"Manual",19801,"Petrol",145,65.7,1,26.5472362414254
"11238",2017,17299,"Automatic",10154,"Petrol",235,38.2,2,30.2025564892917
"8390",2017,9545,"Manual",12000,"Petrol",145,65.7,1,26.2554093269834
"5874",2015,7798,"Manual",24860,"Petrol",125,54.3,1.2,25.0169561304481
"2091",2019,17990,"Manual",1050,"Diesel",145,38.2,2,30.479397568255
"10713",2019,24999,"Manual",16448,"Diesel",145,55.4,2,32.8926110145962
"5876",2017,6491,"Manual",45613,"Petrol",30,57.7,1.2,23.9355889378433
"6631",2016,9499,"Manual",32113,"Diesel",0,74.3,1.5,26.2252253891239
"17809",2017,14000,"Automatic",9137,"Petrol",125,51.4,1,28.7439261147976
"14725",2017,11999,"Automatic",20007,"Petrol",0,57.7,1,27.7189241543919
"1031",2019,19298,"Manual",11251,"Petrol",145,39.2,1.5,30.9809366589432
"13668",2019,17000,"Manual",1500,"Petrol",145,60.1,1,30.0800164713895
"5203",2015,7291,"Manual",26104,"Petrol",125,54.3,1.2,24.6160697328568
"523",2015,7998,"Manual",19001,"Petrol",125,54.3,1.2,25.1693729877646
"3888",2018,14690,"Manual",10816,"Petrol",145,54.3,1,29.0701749360943
"11166",2016,10000,"Manual",17693,"Diesel",20,68.9,1.5,26.5478672240097
"13960",2018,9700,"Manual",23129,"Petrol",145,64.2,1.1,26.3562668095248
