"","year","price","transmission","mileage","fuelType","tax","mpg","engineSize","T_price"
"1435",2017,9240,"Manual",27667,"Petrol",145,64.2,1.1,26.0530597240291
"7141",2017,12495,"Manual",9823,"Petrol",145,62.8,1,27.9850583311569
"4349",2018,18498,"Manual",10557,"Petrol",145,39.2,1.5,30.6775447347799
"11803",2019,18495,"Manual",7846,"Petrol",145,58.9,1,30.6763874250352
"9696",2019,41000,"Semi-Auto",678,"Petrol",145,22.1,5,36.8337479734854
"15370",2018,17000,"Automatic",16556,"Diesel",145,74.3,1.5,30.0800164713895
"11294",2018,12000,"Manual",26000,"Petrol",145,62.8,1,27.7194694970619
"101",2016,8998,"Manual",31373,"Petrol",0,65.7,1,25.8886695155405
"9899",2016,7700,"Manual",64918,"Diesel",0,74.3,1.5,24.9411274122548
"8037",2017,14600,"Manual",18533,"Diesel",145,54.3,2,29.0283252704341
"9063",2015,9000,"Manual",56369,"Diesel",0,74.3,1.5,25.8900425283706
"12542",2018,10950,"Manual",10302,"Petrol",145,65.7,1,27.1257169180976
"7941",2017,12997,"Semi-Auto",14392,"Petrol",125,51.4,1,28.2459408699521
"15867",2017,12199,"Manual",8600,"Petrol",145,57.7,1,27.8272763047499
"13915",2019,18200,"Manual",7877,"Diesel",145,38.2,2,30.5618447726825
"11802",2017,15200,"Automatic",22516,"Petrol",235,38.2,1.5,29.3035227781683
"4982",2017,7500,"Manual",14689,"Petrol",145,57.7,1.2,24.7839474541773
"2760",2017,9990,"Manual",21047,"Petrol",145,65.7,1,26.5415551252201
"3345",2019,17000,"Manual",10998,"Petrol",145,60.1,1,30.0800164713895
"864",2015,8998,"Manual",61270,"Diesel",145,54.3,2,25.8886695155405
"1412",2016,7780,"Manual",37981,"Petrol",0,65.7,1,25.0030857848832
"7587",2016,7757,"Manual",52102,"Diesel",20,68.9,1.5,24.9853251564584
"11011",2018,8430,"Manual",8500,"Petrol",150,47.9,1.2,25.4884621729768
"10051",2019,15995,"Manual",5452,"Petrol",145,58.9,1,29.655075809312
"10884",2018,15999,"Manual",32362,"Diesel",145,54.3,2,29.6568089313996
"932",2018,12500,"Manual",33095,"Petrol",145,65.7,1,27.9876977693224
"12381",2019,17800,"Manual",3200,"Petrol",145,58.9,1,30.404136361725
"15069",2014,9000,"Automatic",22311,"Petrol",0,57.7,1,25.8900425283706
"9076",2017,10995,"Manual",14789,"Diesel",30,64.2,1.5,27.152078318669
"11738",2014,6970,"Manual",42894,"Diesel",0,76.4,1.5,24.3505713593965
"14538",2011,2890,"Manual",67532,"Petrol",30,57.7,1.2,19.6121511126592
"766",2019,15450,"Manual",5731,"Petrol",145,60.1,1,29.4156281844128
"4355",2017,8291,"Manual",18934,"Petrol",125,54.3,1.2,25.3872491952239
"10262",2019,25991,"Manual",8158,"Diesel",145,54.3,2,33.1886760460397
"9968",2017,9795,"Manual",33105,"Petrol",150,65.7,1,26.4174470930583
"14531",2016,8795,"Manual",94799,"Diesel",30,64.2,2,25.7480212893552
"13653",2019,18750,"Semi-Auto",2500,"Diesel",145,37.2,2,30.7742270276314
"7734",2018,10750,"Manual",12150,"Petrol",150,65.7,1,27.0074958008424
"5991",2015,7995,"Manual",28761,"Diesel",30,61.4,1.5,25.1671093793217
"13925",2015,9300,"Manual",22198,"Diesel",30,61.4,1.6,26.0932840295536
"15738",2018,14500,"Manual",9000,"Petrol",145,50.4,1.5,28.9815828888789
"6568",2016,9995,"Manual",5900,"Petrol",0,65.7,1,26.5447118061406
"828",2015,6998,"Manual",76588,"Diesel",0,74.3,1.5,24.3741150783915
"7754",2015,10880,"Semi-Auto",50372,"Diesel",145,52.3,2,27.0845375081205
"13478",2013,5995,"Manual",47530,"Petrol",0,65.7,1,23.4792036927505
"4356",2014,6891,"Manual",30595,"Petrol",0,65.7,1,24.2837340708943
"14262",2017,17999,"Manual",34036,"Diesel",125,56.5,2,30.4829467700213
"8997",2018,10000,"Manual",18522,"Petrol",145,64.2,1.1,26.5478672240097
"15865",2016,8780,"Manual",15695,"Petrol",0,65.7,1,25.7375258876751
"7677",2019,16499,"Manual",13331,"Petrol",145,60.1,1,29.8707693154766
"3350",2018,18891,"Manual",12000,"Petrol",145,41.5,2,30.82787034775
"12243",2017,14000,"Manual",20010,"Diesel",125,60.1,2,28.7439261147976
"9571",2019,15999,"Manual",6770,"Diesel",145,68.9,1.5,29.6568089313996
"11662",2019,14999,"Manual",9101,"Petrol",145,58.9,1,29.2123152634806
"8637",2015,5790,"Manual",47281,"Petrol",125,54.3,1.2,23.2817134103846
"9869",2020,19995,"Manual",130,"Petrol",145,58.9,1,31.2371710535035
"5619",2014,7530,"Manual",20218,"Petrol",30,54.3,1.2,24.8077365799288
"1469",2016,9498,"Manual",10963,"Petrol",0,65.7,1,26.2245679190669
"2302",2013,4990,"Semi-Auto",48232,"Petrol",165,44.1,1.6,22.4530191781746
"9070",2018,13695,"Manual",15930,"Petrol",145,57.7,1,28.5956007646473
"13957",2016,8800,"Manual",38392,"Petrol",0,65.7,1,25.7515165743482
"4301",2015,8290,"Manual",31024,"Petrol",0,65.7,1,25.3865161421462
"9609",2014,6500,"Manual",38254,"Petrol",0,65.7,1,23.943608533829
"3038",2014,6991,"Manual",40155,"Petrol",20,60.1,1,24.3682362236904
"6813",2016,8999,"Manual",54927,"Diesel",0,78.5,1.5,25.8893560524704
"17855",2017,9500,"Manual",22141,"Diesel",145,64.2,1.5,26.2258828038115
"9572",2018,15000,"Manual",10755,"Diesel",145,80.7,1.5,29.2127714459316
"8346",2017,12399,"Manual",14860,"Petrol",145,47.9,1.6,27.9342165178603
"9252",2017,9550,"Manual",73614,"Diesel",150,65.7,2,26.2586831732192
"5139",2017,10595,"Manual",28303,"Diesel",145,74.3,1.5,26.9146581240924
"832",2017,16498,"Manual",33758,"Diesel",125,56.5,2,29.8703466036183
"15637",2017,10295,"Manual",71480,"Diesel",30,64.2,2,26.731841368534
"8085",2018,11900,"Manual",13374,"Petrol",145,58.9,1,27.6647543588598
"10939",2018,21200,"Manual",26531,"Diesel",145,47.9,2,31.663774786913
"6595",2016,10080,"Manual",12376,"Petrol",20,60.1,1,26.5981830574927
"13025",2018,13990,"Manual",11566,"Petrol",150,57.7,1,28.7391041760303
"622",2015,11400,"Semi-Auto",51581,"Diesel",125,57.7,2,27.3855274482889
"1432",2018,11746,"Manual",9152,"Petrol",145,54.3,1,27.5797692196281
"3021",2018,10291,"Manual",14278,"Petrol",145,65.7,1,26.7293751791892
"1772",2019,18498,"Manual",13501,"Diesel",150,54.3,1.5,30.6775447347799
"14227",2014,10899,"Manual",42021,"Diesel",160,47.9,2,27.0957356851503
"3331",2019,18991,"Automatic",2986,"Petrol",145,51.4,1,30.865721438852
"17423",2014,7000,"Automatic",47000,"Petrol",150,47.9,1.6,24.3757938870598
"10405",2017,13711,"Manual",21827,"Diesel",125,60.1,2,28.6034471113107
"13688",2016,9400,"Manual",37300,"Petrol",20,60.1,1,26.1598655474817
"8928",2017,11600,"Manual",26476,"Petrol",150,60.1,1,27.4983717426016
"16491",2013,6699,"Manual",59122,"Diesel",125,57.7,1.6,24.118701195641
"4262",2018,14280,"Manual",8900,"Petrol",145,57.7,1,28.8778347925954
"2876",2017,10850,"Manual",14698,"Petrol",0,65.7,1,27.0668242819123
"11722",2019,14199,"Manual",13353,"Petrol",145,58.9,1,28.8393144562906
"3929",2017,14490,"Manual",17957,"Diesel",125,60.1,2,28.9768944804651
"145",2017,10498,"Manual",50599,"Petrol",0,65.7,1,26.8560055262108
"10827",2020,23999,"Manual",1137,"Petrol",145,50.4,1,32.5844875757572
"66",2013,5998,"Manual",44304,"Diesel",0,76.4,1.5,23.4820534180028
"6428",2017,11450,"Manual",2000,"Petrol",145,65.7,1,27.4138860972307
"507",2018,12998,"Manual",23200,"Petrol",150,65.7,1,28.2464524482814
"4371",2019,14287,"Manual",10013,"Petrol",145,58.9,1,28.8811554978927
"17090",2016,8750,"Manual",58665,"Diesel",0,74.3,1.5,25.7164919770787
"11432",2018,14999,"Manual",7030,"Petrol",145,60.1,1,29.2123152634806
"11624",2019,16299,"Manual",2452,"Petrol",145,40.3,1.5,29.7858160692353
"7154",2017,11995,"Semi-Auto",35289,"Diesel",145,74.3,1.5,27.7167424200531
"13590",2013,4500,"Manual",40000,"Petrol",30,57.7,1.2,21.8913439233143
"2867",2018,19790,"Manual",18301,"Diesel",145,48.7,2,31.1625596627921
"17013",2014,5500,"Manual",75170,"Petrol",30,56.5,1,22.9925551320108
"16819",2011,5799,"Automatic",29475,"Petrol",200,42.8,1.4,23.2905001913092
"180",2017,10998,"Manual",10125,"Petrol",145,65.7,1,27.1538326744561
"4999",2018,11500,"Manual",27062,"Petrol",145,62.8,1,27.4421458490631
"5829",2019,13800,"Manual",5626,"Petrol",145,58.9,1,28.6469592061615
"8630",2018,11200,"Manual",11997,"Petrol",145,65.7,1,27.271088092617
"482",2017,9489,"Manual",29500,"Petrol",145,52.3,1,26.2186481951987
"15227",2017,16500,"Semi-Auto",30000,"Diesel",145,54.3,2,29.871192006839
"9653",2018,13990,"Manual",9770,"Petrol",145,58.9,1,28.7391041760303
"12362",2018,14000,"Manual",8050,"Petrol",145,57.7,1,28.7439261147976
"12069",2017,17790,"Manual",8154,"Diesel",145,60.1,2,30.400157474643
"11528",2018,10599,"Manual",7363,"Petrol",145,55.4,1.1,26.917067550398
"6220",2018,8999,"Manual",32496,"Petrol",145,64.2,1.1,25.8893560524704
"5931",2017,9410,"Manual",24376,"Petrol",125,53.3,1,26.1664924867344
"2897",2013,5991,"Manual",53080,"Petrol",30,56.5,1,23.4754022839064
"7247",2017,11500,"Manual",41545,"Petrol",145,51.4,1.5,27.4421458490631
"9604",2020,18995,"Manual",1012,"Petrol",145,58.9,1,30.8672321628841
"15309",2017,9989,"Manual",31856,"Petrol",145,60.1,1,26.5409236373698
"3938",2017,10997,"Manual",12425,"Petrol",20,62.8,1,27.153247931736
"894",2017,7100,"Manual",17750,"Petrol",145,57.7,1.2,24.4592491921695
"1670",2015,12995,"Manual",63000,"Diesel",145,54.3,2,28.2449176188192
"14630",2019,18700,"Automatic",3095,"Diesel",145,64.2,2,30.7551270556997
"10518",2017,10991,"Manual",16022,"Petrol",145,65.7,1,27.1497385818335
"755",2017,11498,"Manual",6368,"Diesel",30,64.2,1.5,27.4410173480916
"13583",2012,4000,"Manual",107300,"Diesel",20,67.3,1.6,21.2652780440377
"191",2017,18498,"Manual",14441,"Petrol",145,41.5,2,30.6775447347799
"16170",2019,18499,"Manual",4409,"Diesel",150,38.2,2,30.6779304713273
"6495",2017,8240,"Manual",4249,"Petrol",145,54.3,1.2,25.3497729679563
"4896",2018,13800,"Manual",15757,"Petrol",145,60.1,1,28.6469592061615
"2125",2017,6799,"Manual",7176,"Petrol",145,57.7,1.2,24.2051211790135
"5367",2018,9991,"Manual",17998,"Petrol",145,65.7,1,26.5421865625029
"3126",2014,8495,"Manual",46042,"Petrol",20,60.1,1,25.5353344388682
"13473",2014,6500,"Manual",57200,"Petrol",30,57.7,1,23.943608533829
"10238",2017,9495,"Manual",32442,"Petrol",145,55.4,1,26.2225951765746
"14164",2016,8899,"Automatic",44336,"Diesel",20,64.2,1.5,25.8203982127987
"8507",2019,14310,"Manual",13500,"Petrol",145,58.9,1,28.8920572303501
"13002",2018,11850,"Manual",17224,"Petrol",145,56.5,1,27.6372587354025
"2613",2019,19298,"Automatic",5689,"Diesel",145,50.4,1.5,30.9809366589432
"14282",2017,8699,"Manual",42013,"Petrol",145,62.8,1,25.6806015497787
"10231",2018,10795,"Manual",10266,"Petrol",145,55.4,1.1,27.0342480170864
"8273",2017,10999,"Manual",24334,"Petrol",20,60.1,1,27.1544173746434
"5936",2016,10000,"Manual",24966,"Diesel",20,68.9,1.5,26.5478672240097
"15208",2017,15999,"Manual",27858,"Diesel",145,62.8,2,29.6568089313996
"10686",2018,13990,"Manual",44000,"Diesel",145,54.3,2,28.7391041760303
"5506",2018,9491,"Manual",35468,"Petrol",145,65.7,1,26.219964077443
"10891",2016,9499,"Manual",44815,"Petrol",20,61.4,1,26.2252253891239
"504",2016,7298,"Manual",31107,"Petrol",125,54.3,1.2,24.6217543555063
"6260",2013,5880,"Manual",46079,"Diesel",30,61.4,1.6,23.3690942111957
"11205",2019,15799,"Manual",1525,"Petrol",145,51.4,1,29.5697249509437
"15481",2014,7500,"Manual",46683,"Petrol",0,65.7,1,24.7839474541773
"15560",2015,12000,"Automatic",40017,"Diesel",150,52.3,2,27.7194694970619
"421",2019,18494,"Manual",11858,"Diesel",145,38.2,2,30.6760016217474
"8840",2016,8250,"Manual",24220,"Petrol",0,65.7,1,25.357135844361
"1350",2020,18991,"Manual",905,"Petrol",150,60.1,1,30.865721438852
"10391",2017,10960,"Semi-Auto",16737,"Petrol",160,44.8,1.5,27.1315824866679
"10029",2017,15795,"Manual",19948,"Diesel",20,67.3,2,29.5679742970321
"4019",2016,9000,"Manual",12944,"Petrol",125,54.3,1.2,25.8900425283706
"1921",2019,12995,"Manual",12420,"Petrol",150,65.7,1,28.2449176188192
"12070",2017,19800,"Manual",19090,"Diesel",125,51.4,2,31.1662135539108
"11185",2019,16599,"Semi-Auto",7885,"Petrol",145,48.7,1,29.9129373682471
"3084",2020,20890,"Manual",2548,"Petrol",150,50.4,1,31.5559178198015
"6146",2018,10500,"Manual",7959,"Petrol",145,55.4,1.1,26.8572192270383
"1207",2019,15998,"Manual",5846,"Petrol",150,52.3,1,29.6563756833786
"7470",2017,10395,"Manual",18636,"Petrol",20,60.1,1,26.7932483908978
"4077",2017,9990,"Manual",14205,"Petrol",145,60.1,1,26.5415551252201
"14080",2015,6490,"Manual",69000,"Diesel",0,74.3,1.5,23.9346973226153
"12768",2019,15299,"Manual",7580,"Petrol",145,58.9,1,29.3480916672863
"5716",2019,11495,"Manual",14807,"Diesel",145,55.4,1.5,27.4393243021558
"8679",2018,11290,"Manual",13585,"Petrol",145,65.7,1,27.3227864340933
"12753",2017,11000,"Manual",21504,"Petrol",150,52.3,1,27.1550020323046
"9747",2017,11000,"Manual",45435,"Petrol",150,54.3,1,27.1550020323046
"16500",2010,3195,"Manual",80000,"Petrol",30,55.4,1.2,20.1110097593647
"2725",2017,9998,"Manual",30605,"Diesel",0,74.3,1.5,26.5466052083554
"396",2017,10698,"Semi-Auto",11235,"Petrol",0,57.7,1,26.9764703206423
"572",2013,5298,"Manual",54545,"Petrol",0,65.7,1,22.7838480485729
"5988",2017,17990,"Manual",30842,"Diesel",150,54.3,2,30.479397568255
"11899",2018,14000,"Manual",4096,"Petrol",145,58.9,1,28.7439261147976
"9508",2019,18990,"Manual",16496,"Petrol",145,51.4,1.5,30.8653437180696
"2763",2018,8930,"Manual",38151,"Petrol",145,65.7,1,25.8418411571
"6077",2019,15999,"Manual",214,"Petrol",145,58.9,1,29.6568089313996
"4957",2018,18295,"Manual",21800,"Petrol",145,41.5,2,30.5988925036044
"13734",2017,8849,"Manual",19799,"Petrol",150,44.8,1.5,25.7856865600842
"1723",2018,18838,"Manual",13339,"Diesel",145,67.3,2,30.8077442380172
"1868",2019,17150,"Manual",16120,"Diesel",145,38.2,2,30.1417050409801
"3972",2019,16000,"Manual",7684,"Petrol",150,51.4,1,29.6572421577573
"7329",2016,11299,"Manual",20500,"Diesel",125,60.1,2,27.3279381145616
"12021",2019,18890,"Manual",13301,"Diesel",145,54.3,1.5,30.8274910281904
"2654",2014,10699,"Manual",45497,"Diesel",200,47.9,2,26.9770681010645
"2998",2018,12465,"Manual",17522,"Petrol",145,58.9,1,27.9692039338602
"13099",2019,15900,"Manual",3108,"Petrol",145,52.3,1,29.6138118932535
"16676",2017,11995,"Manual",10000,"Petrol",145,65.7,1,27.7167424200531
"6055",2014,7495,"Manual",37544,"Diesel",30,61.4,1.5,24.7799752017748
"11107",2018,17500,"Manual",4290,"Petrol",145,60.1,1,30.2839838053499
"9415",2015,10270,"Manual",18653,"Diesel",0,74.3,1.5,26.7164150893065
"3196",2018,11291,"Manual",25993,"Petrol",145,62.8,1,27.3233590052414
"5778",2018,10300,"Manual",35028,"Petrol",145,65.7,1,26.7349230274606
"3249",2017,12191,"Manual",26251,"Diesel",145,64.2,1.5,27.822969605403
"8842",2019,13495,"Manual",6000,"Diesel",145,58.9,1.5,28.4968973299212
"11375",2017,10299,"Manual",10709,"Petrol",145,64.2,1.1,26.734306791431
"15025",2018,13100,"Manual",11581,"Petrol",145,55.4,1,28.2984688108132
"9113",2019,17995,"Manual",3250,"Petrol",145,60.1,1,30.4813695223339
"2089",2013,6500,"Manual",25600,"Petrol",30,54.3,1.2,23.943608533829
"13336",2019,16000,"Manual",15244,"Diesel",145,61.4,1.5,29.6572421577573
"16810",2017,11999,"Manual",12961,"Petrol",145,57.7,1,27.7189241543919
"12516",2017,9500,"Manual",9500,"Petrol",150,65.7,1,26.2258828038115
"1319",2019,13120,"Manual",1327,"Petrol",145,48.7,1.1,28.3086300787447
"5083",2017,10230,"Manual",11634,"Petrol",0,65.7,1,26.6916704404162
"10969",2018,17199,"Manual",12459,"Petrol",145,39.2,1.5,30.1617631048681
"7612",2015,7561,"Manual",98438,"Diesel",30,64.2,2,24.8322391542352
"9565",2017,20500,"Automatic",16840,"Petrol",260,35.8,2,31.4183928631058
"17613",2020,15495,"Automatic",3000,"Petrol",145,48.7,1,29.4356528070738
"9410",2016,10790,"Manual",15882,"Diesel",0,78.5,1.5,27.0312799592186
"16498",2017,17295,"Manual",38778,"Diesel",160,48.7,2,30.200928380714
"1521",2019,15150,"Manual",9567,"Petrol",145,58.9,1,29.2809249174561
"4872",2017,10800,"Manual",13809,"Diesel",30,64.2,1.5,27.0372149753681
"14453",2014,6840,"Manual",69000,"Diesel",20,67.3,1.6,24.2402596428744
"16541",2015,13749,"Manual",32258,"Diesel",20,67.3,2,28.6220528692473
"8502",2018,18787,"Manual",15464,"Petrol",145,41.5,2,30.7883347912275
"7436",2017,9495,"Manual",13310,"Petrol",145,65.7,1,26.2225951765746
"14661",2018,13999,"Automatic",9377,"Diesel",145,51.4,1.5,28.7434440449366
"3905",2018,9790,"Manual",20146,"Petrol",145,65.7,1,26.4142389395049
"2625",2014,6590,"Manual",24916,"Petrol",30,54.3,1.2,24.0233198015265
"17668",2016,6950,"Manual",44545,"Petrol",125,54.3,1.2,24.333708049576
"13479",2015,11495,"Automatic",40000,"Diesel",150,52.3,2,27.4393243021558
"13932",2015,7300,"Manual",34972,"Petrol",0,65.7,1,24.6233777322002
"8010",2013,6998,"Manual",37522,"Diesel",125,60.1,1.6,24.3741150783915
"12064",2017,12690,"Manual",20988,"Diesel",145,74.3,1.5,28.087376154466
"4495",2019,16950,"Manual",11048,"Diesel",145,54.3,1.5,30.0593568478249
"9796",2018,15789,"Manual",8459,"Petrol",145,51.4,1.5,29.5653476510311
"5027",2017,11998,"Manual",5944,"Petrol",0,65.7,1,27.7183787753614
"16106",2018,11750,"Manual",13000,"Petrol",145,65.7,1,27.581987869873
"6449",2015,7691,"Manual",34296,"Petrol",0,65.7,1,24.9341249130034
"561",2017,9795,"Manual",4162,"Diesel",0,78.5,1.5,26.4174470930583
"12287",2019,20500,"Manual",3600,"Petrol",145,35.3,1.5,31.4183928631058
"2233",2020,20775,"Manual",270,"Petrol",145,50.4,1,31.5155806408327
"15660",2017,8250,"Manual",18234,"Petrol",145,65.7,1,25.357135844361
"3541",2019,18398,"Automatic",5949,"Diesel",145,74.3,1.5,30.6388865610278
"5496",2018,9791,"Manual",4799,"Petrol",145,43.5,1.2,26.4148806750615
"10596",2017,10495,"Manual",27820,"Petrol",20,61.4,1,26.8541846280856
"8305",2017,17503,"Manual",22789,"Petrol",145,41.5,2,30.2851934589927
"7653",2017,17991,"Automatic",26376,"Diesel",145,52.3,2,30.4797919941441
"220",2015,14298,"Manual",43717,"Diesel",145,54.3,2,28.8863711202689
"6562",2019,21664,"Manual",45,"Petrol",145,35.3,1.5,31.8228783971324
"9851",2016,7000,"Manual",58500,"Petrol",125,54.3,1.2,24.3757938870598
"2410",2018,14598,"Manual",6194,"Petrol",145,57.7,1,29.0273929364618
"8818",2018,10700,"Manual",3475,"Petrol",145,64.2,1.1,26.9776658367903
"1626",2017,13295,"Manual",60879,"Diesel",20,67.3,2,28.3970166176914
"15197",2016,7489,"Manual",33000,"Petrol",125,54.3,1.2,24.7752056995892
"1987",2016,12495,"Semi-Auto",37877,"Diesel",145,52.3,2,27.9850583311569
"2119",2018,12995,"Manual",10727,"Petrol",150,57.7,1,28.2449176188192
"6180",2018,11999,"Manual",2691,"Petrol",150,65.7,1,27.7189241543919
"6319",2018,12750,"Manual",8558,"Petrol",145,60.1,1,28.1186054466583
"12599",2020,15000,"Manual",250,"Petrol",150,56.5,1,29.2127714459316
"14529",2007,1295,"Manual",108475,"Petrol",160,45.6,1.4,15.9615772533971
"2308",2018,16300,"Manual",17287,"Diesel",145,60.1,2,29.7862429047762
"5016",2020,37990,"Automatic",2450,"Petrol",145,22.1,5,36.2006305838017
"17457",2009,3800,"Automatic",89000,"Diesel",305,39.8,2,20.9972088822683
"16374",2011,4795,"Manual",62734,"Petrol",200,42.8,1.6,22.2350217624615
"5029",2016,19998,"Manual",11100,"Diesel",125,56.5,2,31.2382583752282
"3626",2016,8120,"Manual",29867,"Petrol",0,65.7,1,25.260856088844
"14753",2017,10999,"Manual",34844,"Petrol",145,47.9,1.6,27.1544173746434
"2230",2017,16990,"Manual",7271,"Petrol",165,45.6,1.5,30.0758884392122
"2738",2016,13240,"Automatic",58644,"Diesel",30,61.4,2,28.3693387989888
"14086",2014,6000,"Manual",62403,"Petrol",30,54.3,1.2,23.4839526014176
"2611",2017,10491,"Manual",8801,"Petrol",125,53.3,1,26.8517561160686
"13997",2013,6850,"Manual",44000,"Petrol",30,54.3,1.2,24.2488044309037
"15313",2017,21700,"Manual",21213,"Diesel",150,47.9,2,31.8351083026116
"7370",2017,14499,"Manual",4000,"Petrol",145,51.4,1.5,28.9811141644602
"12222",2016,9300,"Semi-Auto",19152,"Petrol",145,47.9,1.6,26.0932840295536
"4861",2018,16500,"Automatic",26973,"Diesel",145,54.3,2,29.871192006839
"12260",2017,19570,"Automatic",27434,"Petrol",265,35.8,2,31.081797886576
"16388",2016,9990,"Manual",58519,"Diesel",0,78.5,1.5,26.5415551252201
"3599",2019,17320,"Manual",3850,"Petrol",145,60.1,1,30.2110991216147
"7388",2015,8995,"Manual",38058,"Diesel",125,60.1,1.6,25.8866095384516
"3151",2017,17498,"Semi-Auto",28291,"Diesel",150,54.3,2,30.2831772774208
"11854",2018,9699,"Manual",12698,"Petrol",145,43.5,1.2,26.3556202618973
"7320",2017,11000,"Manual",34495,"Diesel",145,74.3,1.5,27.1550020323046
"14680",2017,16999,"Manual",65853,"Diesel",160,48.7,2,30.0796037556023
"14715",2019,10998,"Manual",2296,"Petrol",145,43.5,1.2,27.1538326744561
"9666",2016,7900,"Manual",50848,"Diesel",30,64.2,1.5,25.0950744889908
"1735",2017,10998,"Manual",29797,"Diesel",0,78.5,1.5,27.1538326744561
"15140",2016,8400,"Manual",36701,"Petrol",125,53.3,1,25.4667312441373
"16292",2016,7695,"Manual",90610,"Diesel",20,68.9,2,24.9372379437665
"10570",2015,6645,"Manual",72000,"Diesel",0,74.3,1.5,24.0716044784141
"3198",2019,16400,"Manual",4001,"Petrol",145,60.1,1,29.8288210529668
"11635",2016,8990,"Manual",36293,"Petrol",20,62.8,1,25.8831750215715
"10156",2017,17995,"Manual",32030,"Diesel",145,54.3,2,30.4813695223339
"11536",2019,12999,"Manual",15263,"Petrol",145,55.4,1,28.2469639951251
"1584",2017,10291,"Manual",29000,"Diesel",20,68.9,1.5,26.7293751791892
"15755",2017,9489,"Manual",34180,"Petrol",145,65.7,1,26.2186481951987
"3620",2018,10991,"Manual",20390,"Petrol",145,56.5,1,27.1497385818335
"9248",2018,10600,"Manual",21300,"Petrol",145,56.5,1,26.9176697933094
"1133",2013,7860,"Semi-Auto",23079,"Petrol",145,47.9,1.6,25.0645365524154
"8158",2014,7500,"Semi-Auto",34000,"Petrol",0,57.7,1,24.7839474541773
"11331",2019,16499,"Semi-Auto",8291,"Petrol",145,48.7,1,29.8707693154766
"13251",2019,12950,"Manual",15811,"Petrol",150,57.7,1,28.2218610921568
"7537",2018,11491,"Manual",10600,"Petrol",145,65.7,1,27.437066357623
"10261",2018,19444,"Automatic",8000,"Diesel",145,64.2,2,31.0352157670827
"3400",2018,11640,"Manual",7205,"Petrol",150,65.7,1,27.5207535625472
"11159",2017,16899,"Manual",21065,"Petrol",145,41.5,2,30.0382337439389
"17831",2019,17799,"Automatic",906,"Petrol",150,50.4,1,30.4037385535004
"11982",2019,12300,"Manual",60,"Petrol",145,58.9,1,27.8814549892309
"5349",2017,10290,"Manual",21189,"Petrol",145,53.3,1,26.7287585120327
"1135",2015,7191,"Manual",63780,"Diesel",20,67.3,1.6,24.534380252787
"9217",2018,12200,"Manual",12202,"Petrol",145,65.7,1,27.8278144832886
"11741",2018,11495,"Manual",4505,"Petrol",145,58.9,1,27.4393243021558
"4208",2017,8940,"Manual",23544,"Petrol",125,52.3,1,25.8487455323514
"3347",2013,6780,"Manual",55243,"Petrol",0,65.7,1,24.1887799931035
"11897",2019,12000,"Manual",4377,"Petrol",145,58.9,1,27.7194694970619
"8993",2020,22000,"Manual",10,"Diesel",145,65.7,2,31.9363979394346
"11542",2018,13200,"Automatic",16466,"Petrol",145,54.3,1,28.3491516463988
"16197",2019,18999,"Manual",6696,"Diesel",145,70.6,2,30.868742632433
"4058",2018,11300,"Semi-Auto",35407,"Petrol",145,54.3,1,27.3285103208405
"2166",2015,7995,"Manual",22500,"Petrol",125,52.3,1,25.1671093793217
"8773",2018,19000,"Automatic",15647,"Diesel",145,57.7,2,30.8691202100685
"13080",2016,10795,"Automatic",3790,"Petrol",145,47.9,1.6,27.0342480170864
"3166",2017,9851,"Manual",20400,"Petrol",150,65.7,1,26.4532892022577
"4118",2016,9998,"Manual",27154,"Petrol",20,62.8,1,26.5466052083554
"12151",2019,18970,"Manual",10540,"Petrol",150,40.3,1.5,30.857785958739
"7668",2018,19999,"Manual",13000,"Diesel",145,60.1,2,31.2386207868049
"1323",2019,17490,"Manual",944,"Petrol",145,60.1,1,30.2799504280377
"15781",2018,17500,"Automatic",26562,"Diesel",145,58.9,1.5,30.2839838053499
"10174",2019,15995,"Manual",4357,"Petrol",145,53.3,1,29.655075809312
"2543",2017,16298,"Manual",35121,"Diesel",145,54.3,2,29.7853892127435
"9234",2016,11995,"Manual",21026,"Diesel",30,64.2,1.5,27.7167424200531
"6263",2017,10993,"Manual",17797,"Petrol",20,61.4,1,27.1509085353868
"10107",2018,10995,"Manual",8979,"Petrol",150,65.7,1,27.152078318669
"7994",2013,4640,"Manual",79608,"Petrol",0,65.7,1,22.0566236296414
"5167",2017,8299,"Manual",37986,"Petrol",145,65.7,1,25.3931110748905
"15961",2014,5699,"Manual",43288,"Diesel",0,85.6,1.6,23.1922498568608
"4478",2017,14450,"Manual",13750,"Diesel",145,64.2,1.5,28.9581149225015
"11026",2018,16999,"Manual",17243,"Diesel",145,54.3,1.5,30.0796037556023
"17340",2015,8995,"Manual",94000,"Diesel",125,58.9,1.6,25.8866095384516
"14906",2016,9600,"Manual",16505,"Petrol",125,53.3,1,26.291346445319
"3104",2018,12298,"Manual",27494,"Petrol",150,60.1,1,27.8803856040658
"6510",2017,10700,"Manual",31767,"Petrol",145,62.8,1,26.9776658367903
"14706",2015,6499,"Manual",71500,"Petrol",20,61.4,1,23.9427179064492
"10151",2018,12295,"Manual",11542,"Petrol",145,65.7,1,27.8787812654202
"6136",2017,14999,"Manual",16620,"Diesel",125,60.1,2,29.2123152634806
